sample_id,force_x_mean,force_x_std,force_x_rms,force_x_max,force_y_mean,force_y_std,force_y_rms,force_y_max,force_z_mean,force_z_std,force_z_rms,force_z_max,vib_x_mean,vib_x_std,vib_x_rms,vib_x_max,vib_y_mean,vib_y_std,vib_y_rms,vib_y_max,vib_z_mean,vib_z_std,vib_z_rms,vib_z_max,ae_rms_mean,ae_rms_std,ae_rms_rms,ae_rms_max,wear,wear_level,rul
train_0015,-0.05174327244591714,73.65852162780995,73.65853980198622,112.08105397152934,1.2556984170163001,58.944884781036386,58.95825828808168,87.18080675131779,0.19698914784605204,108.74505263368408,108.74523105418044,161.98294690751766,0.008638291901261296,0.44444281792604384,0.444526757904419,0.7643453870533462,-0.001722647295779315,0.35769447311667696,0.3576986212049506,0.6987671968042547,0.004985973340099623,0.5330331512966902,0.5330564700962069,1.0519676155770759,0.2473488109514048,0.04972651967674237,0.2522977626500783,0.36558200958942844,26.90873200380006,0,273.0912679961999
train_0016,0.09304280091778136,73.49815083277333,73.49820972513481,112.89970324856321,0.03812047576744226,58.37572247624794,58.37573492295058,86.5559134953241,0.8680083318412768,111.14734030549872,111.150729621764,172.46053140353774,-0.0021095322969070804,0.43744092938118173,0.4374460158972575,0.7936043259576582,0.018907397983599243,0.36342180376523836,0.3639133099386303,0.6465470123538537,-0.00828894780882767,0.5450033374490438,0.5450663670475125,0.9546565198014357,0.251396816987895,0.049463811874080436,0.256216760335384,0.3830433234774797,23.12818581793733,0,276.8718141820627
train_0017,-0.8683855821645425,74.37945418204836,74.38452324199399,113.22286920573198,1.1048538455047023,58.868507542017795,58.878874668632484,91.13093079592434,-0.7824499467208414,110.87045011017908,110.87321108163518,169.69964343664554,-0.004900180889645559,0.4472508322278753,0.447277675165303,0.7707062017530605,0.011386855202983635,0.38109204814956854,0.38126212719629893,0.6662809284674578,0.010435474420164473,0.535188694139401,0.5352904234721663,0.9673873932577584,0.25457633185152084,0.049135164895886485,0.2592747059940896,0.3748464566861706,24.14747347951913,0,275.85252652048086
train_0018,0.13646922476910772,74.49201148446478,74.4921364900413,112.66089201949806,-0.11981801681642337,59.118298434916966,59.1184198553806,86.9782392016215,0.6380914750515335,110.73867014085545,110.74050851109419,169.96812820418972,0.007795448862012364,0.4604432387774901,0.46050922375004066,0.8436786459107535,0.00033950806077043,0.36267789412384205,0.36267805303302836,0.6648922469643943,0.012487804383127403,0.527107385027948,0.5272552897878907,0.9594200648952588,0.2549167891487065,0.04220204079024234,0.2583864966223029,0.3781882996293754,25.59269960055852,0,274.40730039944145
train_0019,0.05957116170561583,73.68113528786608,73.68115936948965,111.07967334882719,1.08279362482321,59.08060738496677,59.09052894509024,88.48170357487312,0.0027504497182168075,111.34101254438609,111.34101257835819,170.72730079149338,0.007029356605663395,0.4445353614429144,0.44459093493623114,0.8093533550622033,0.018441439802558194,0.3873645966216577,0.3878033231134707,0.7123886982920412,-0.0010357722268743014,0.5297911446050327,0.5297921571012699,0.9522855945722454,0.24948827085906233,0.04940435254180205,0.254332827897461,0.36180806380254754,30.32580316237585,0,269.67419683762415
train_0020,0.22076161454708165,73.23065520927499,73.23098796322614,111.78160731957662,0.9203859056622693,59.76375410946753,59.77084084628758,91.1295650141893,-0.1177391702283585,111.37692228886382,111.37698452127269,164.39563830462066,0.004904332373807969,0.4780288297927151,0.47805398710713143,0.8149913812791878,0.0074700593823501344,0.3661122752780244,0.3661884759197479,0.7052496778958225,-0.01254861085677126,0.5681123743232159,0.568250945880072,1.074259724344048,0.26181108576982065,0.05085165070621039,0.26670383388980146,0.3936078371314007,20.620954535761843,0,279.3790454642382
train_0021,-0.8129260728432778,74.55699548194558,74.56142718654708,107.74844288377778,0.89524932122107,60.37750192981123,60.38413873387204,95.07996879564728,0.23328661471872603,111.88919946188416,111.88944266044899,162.89830251014808,0.007768925504833578,0.45637790959330066,0.4564440300499619,0.800103324178285,0.0077953479362973055,0.3921712081506705,0.39224867616322745,0.7156043480740003,-0.003461031215949241,0.5997034936378729,0.5997134807710662,1.1712584683565601,0.26371877390100473,0.04700331429300652,0.2678747902703358,0.3688686408210171,28.542558714645416,0,271.4574412853546
train_0022,0.65010590496996,74.71066420229353,74.71349264514102,109.49164506447077,-0.07344338473906764,60.195152594407574,60.19519739808796,88.94553049441218,-0.5013930797612903,112.46091144387056,112.46202913786736,169.22412355089392,-0.0002817861958866663,0.47038974283641105,0.47038982723818024,0.897310958824299,0.003883643659403062,0.3813263775905417,0.3813461536903153,0.738904012952501,-0.022936044369751586,0.5829794690226918,0.5834304786633202,1.0306734790345053,0.2621726281229681,0.047742117714175816,0.26648413975457963,0.38257430462784187,39.85013188188114,0,260.1498681181189
train_0023,0.24270640406853705,75.21134272458552,75.21173432938267,113.39198454028204,0.19831616835638044,58.906045715349016,58.906379545185246,85.70475916144179,0.5000280576962949,111.89064140287776,111.8917586849267,166.53450441756448,0.005660112382817689,0.472560087944063,0.4725939838697555,0.8244730555013213,0.002718157922507251,0.3979118224313724,0.3979211062674958,0.6439532026304643,0.0032465799979613102,0.5866670944945012,0.5866760776137911,1.0437666917461519,0.26941778069478217,0.047672707353376705,0.2736030474627475,0.3633775675127924,34.37294315339202,0,265.62705684660796
train_0024,0.24032539484005822,75.93254203622526,75.93292234846832,123.9837876199026,0.6399968270079549,60.14109962079366,60.14450481579184,92.57099655301816,0.5118323558175144,111.73095212879541,111.7321244583116,168.25075710264963,0.0027348028525127945,0.49249477421009663,0.4925023672744083,0.8614717264554813,0.0024553485852933307,0.407718885050436,0.40772627823509966,0.6665716003632784,-0.04143839293850307,0.5797069349714876,0.5811860897022246,1.1977166591126616,0.26484989181373436,0.05027879452118979,0.269580085266421,0.3732642104310723,30.66783262467412,0,269.33216737532587
train_0025,-0.10426636141082146,74.99030382029619,74.99037630612645,113.86868404175833,0.15849526927608376,60.622844944892115,60.62305213334953,97.85559312543559,0.2760362528034704,112.22605107107425,112.22639054616444,174.31642967822756,0.005657797716674202,0.494452133346045,0.4944845021286894,0.9168565142399404,-0.0016572985362798519,0.4061553809425402,0.40615876219406905,0.6407142491679378,-0.004407105802101553,0.5982719729102985,0.5982882049242922,1.0077073658754019,0.2738439530808303,0.05386558312795781,0.279091403817192,0.4221376323002719,36.584827575031554,0,263.41517242496843
train_0026,0.63357757838276,74.76405452356505,74.76673905788881,111.08185708678671,0.49030801056527606,60.59806426417023,60.600047809467355,94.00162438457053,0.4004518369046156,113.35989189205942,113.36059920207319,173.7131638707491,-0.012963956068253995,0.4918299935202127,0.4920008197991464,0.8196946622512312,-0.004901483948378328,0.4141452147488713,0.41417421871029697,0.7202841096112779,0.01435535928827035,0.606877896311809,0.6070476565906024,1.0017368781137688,0.2795925641115985,0.045288220658646114,0.283236694015667,0.4299140806810915,39.062403527429694,0,260.9375964725703
train_0027,-0.42543614819288655,75.28831685939411,75.28951886841035,116.25281172843071,0.35694169719174174,60.16414353680979,60.16520235894702,91.11429598119796,0.2651773588067187,114.71449289384314,114.71479938928199,171.78768626298995,-0.016104294755202055,0.506530546249795,0.5067864861987523,0.8222638810439025,0.0009914987464749703,0.4123124941164275,0.41231368625631787,0.6920483841940256,0.0014718559143427762,0.6194184552063302,0.619420203908485,1.1989211657853727,0.27812665925710667,0.043825329047860684,0.28155833863636853,0.40123122460362354,36.4007794072005,0,263.5992205927995
train_0028,-0.28336595741819015,75.1409226121984,75.14145691479646,110.78749949959332,0.1606766523363402,60.97447996062317,60.9746916634684,91.11229318087807,0.5943413614498696,113.10106141816465,113.10262302691915,168.232920086853,0.018733763881761713,0.52354597450094,0.5238810373790184,0.8636341836907333,0.006172520921255578,0.4107171837457543,0.4107635634261723,0.7517492421708337,0.002752185604650549,0.6014637511212243,0.6014700478314913,1.0783329554595873,0.28409152187096076,0.050463251371178366,0.2885386153323491,0.40240227960777214,48.43150442760978,0,251.56849557239022
train_0029,0.5704772233491523,75.6464965217048,75.64864757727436,114.73006686394294,0.4009909139810256,61.47702293421158,61.47833067485382,97.30232692541733,0.7086842919808559,114.2461603923804,114.24835840320512,171.5821712072158,0.015519892904008814,0.515870766822091,0.5161041708195778,0.9355012978705545,0.0038060878606814945,0.42086361200501704,0.4208808218661344,0.7815292430242453,0.0010572572199701868,0.6162720754996901,0.6162729823978371,1.0509599053500545,0.2858558936580552,0.0474503907725985,0.28976737484319665,0.39946633959894046,46.85279995596335,0,253.14720004403665
train_0030,0.2397376815680028,75.61071167066419,75.61109173593698,116.46565831044462,-0.7605135723866137,61.391765559712766,61.396475952879555,91.41428078246643,-0.3599486279247379,114.29339843597877,114.2939652346533,175.7952793266974,-0.00892915540996268,0.5245283894635879,0.5246043853892194,0.855280636049278,0.013443708170571594,0.43973503621742854,0.4399404907104127,0.7676639542350066,-0.00743510453825371,0.6361051664421705,0.6361486175053093,1.2045887907399202,0.2938545884780984,0.047125733155846276,0.2976093981968792,0.4282224498892694,46.498205937219026,0,253.50179406278096
train_0031,0.22440696724132025,75.53046606930567,75.53079943396258,110.99015818043978,0.7653107662255172,61.4152085787241,61.4199767611246,96.08461352225154,-0.9862701303849282,114.14984480418141,114.15410547846622,173.40508407605495,-0.006346898647658349,0.5148391414210923,0.5148782619820448,0.8251421337703192,-0.005344254930318552,0.4298849838796227,0.42991820201748115,0.7103005002509205,-0.0020560069698844427,0.6385200715376667,0.6385233816557755,1.2370829806298211,0.2901022167020232,0.04928420446708309,0.29425877887563673,0.4189475103444107,40.57668231611198,0,259.423317683888
train_0032,-0.6220421745174469,76.50534905279224,76.50787783069438,116.84376944468586,-0.10515517245864625,61.20413542255271,61.204225756335376,88.45028560822432,-0.6360652685181081,114.52715039662228,114.5289166848109,174.4875731728457,0.0020432893922841845,0.5352090009640753,0.5352129013247945,0.8921437233506878,0.013564345282833415,0.43259924560879476,0.4328118514600198,0.6913489399471713,-0.0002542449385264933,0.6502544562496206,0.6502545059536139,1.1678679965352132,0.2923202616566283,0.05526287999496036,0.29749810298611484,0.43857038226424727,44.28866154603862,0,255.7113384539614
train_0033,0.06662881626839451,76.2113760718267,76.21140519738864,116.36212639428464,0.2043324051644102,61.152593056860454,61.15293442926331,94.77254524269584,0.5793067803449172,115.72818925197058,115.72963917633923,177.6497915683396,-0.01023110690941087,0.5341315724545678,0.5342295501386843,0.8627800200081714,0.01517537902239931,0.4391549548453273,0.4394170757875426,0.7228786259884592,0.005850265951469251,0.652066695725723,0.652092939147761,1.1060873146742778,0.29984492770020965,0.04953541461038153,0.30390909490860313,0.4569036713092812,47.33053590917021,0,252.6694640908298
train_0034,0.37346100722905934,76.0718099619721,76.0727266766107,114.87273942402842,0.7147934326147316,61.07318817107173,61.07737095709379,95.47355929980402,0.12119729887986908,115.70812858146863,115.70819205488837,174.07595016359156,0.0035218244820599334,0.5471076492048796,0.5471189843774132,0.9152261518428593,0.00423781674657083,0.43092028838054536,0.43094112594268585,0.8572427549279934,0.011808314065509973,0.6670956351217682,0.6672001369001547,1.1808842799032944,0.2993005382868769,0.047582550972718386,0.30305925390241034,0.42279248935418173,59.370441232774574,0,240.62955876722543
train_0035,0.13670125034181124,76.64896167478578,76.64908357609127,112.87790975334447,-0.2867134266065843,62.04497226530131,62.04563472147743,94.34781619952496,-0.2199561907647185,116.1269319279498,116.12714023743348,172.19089312084282,0.0012172696537620653,0.5474472797975164,0.5474486331183138,0.9168069209693885,-0.01497622068027393,0.43831725127324644,0.43857302692892386,0.7882046159805915,-0.01263270849339107,0.6698201756936177,0.6699392906003557,1.1070857156736955,0.29814467741571826,0.05065180564878657,0.302416689497794,0.4154203885031866,56.4495274846477,0,243.55047251535228
train_0036,-0.17432768867285298,77.29630838724194,77.29650496910352,116.58974960789564,0.7155759326694039,62.932516481538336,62.936584588095585,96.45714721503677,-0.3849843002505464,116.37063861719201,116.37127542948278,169.41701167597193,0.004262702776025307,0.5502719426652676,0.5502884530131122,0.9814415921253552,0.0006416146274718024,0.450118750078183,0.4501192073676439,0.7562872823174842,0.011057496217673268,0.6617935109111329,0.6618858808787869,1.0758206986312113,0.3124946562164306,0.04793640611287534,0.3161499789575253,0.4581326242455844,53.33303685398076,0,246.66696314601924
train_0037,0.96713845848897,77.00601918189732,77.01209221311045,118.54279508191453,0.2907422642423265,62.132279619686194,62.13295986674938,95.60480204080893,0.6579573923396571,115.74851008330857,115.75038010493063,172.0403655668867,-0.0011418076376606412,0.5656250557545502,0.5656262082170693,0.8987259039826037,-0.004546880602560083,0.465056569201977,0.465078796206758,0.8003700226293093,0.00217626917033914,0.6503202006405068,0.6503238420268865,1.1793272204046144,0.31187985661030726,0.05379331394489179,0.3164850163663985,0.4777634094904072,60.52477757222912,0,239.4752224277709
train_0038,-0.4221275248762923,77.20607029392795,77.20722428554339,117.03389920929897,-0.23087655695433731,62.50990117338349,62.510327536261734,96.52462392752572,-0.6693802978139778,118.34842032084227,118.35031331780179,176.2796884877707,0.0023046850832140996,0.5734100514003039,0.5734146829478924,0.9910418518982684,-0.000744326359579198,0.4578902990308301,0.4578909040025501,0.8804863872498212,-0.0019450584519656866,0.677974673007903,0.6779774631155187,1.237927237364282,0.3083026675544658,0.050951358219315485,0.3124845207775778,0.4132634602382771,60.11072509255308,0,239.88927490744692
train_0039,-0.26612601640586087,77.23847174855632,77.23893021727541,113.41814748602104,-0.29608876915014826,62.84670830359834,62.8474057790518,94.40188863280744,-1.4952120727496774,117.90249304681248,117.91197363201144,174.23226263963133,-0.004571439415849792,0.5648595644446402,0.5648780625966293,0.965141939532323,0.01181779013238753,0.4557833717311149,0.45593655491767365,0.7457959541544741,0.002589281471315555,0.685081875147151,0.6850867682517845,1.2003192217576064,0.31899444736394245,0.04559642570922337,0.3222367010234615,0.43929694653370627,68.40144516845359,0,231.5985548315464
train_0040,-0.24723289946146676,77.81728361966994,77.81767635987808,115.69951971939126,0.8085869509906333,61.65738934252803,61.6626910975624,95.33808663785487,0.051040540865635586,118.29882593378808,118.2988369446188,176.9686190413861,-0.00864759064979478,0.5742787293756785,0.574343834159809,0.9800448882349693,0.014791263610299692,0.4673066422606235,0.4675406713646287,0.8713762916862613,0.0014289909442242732,0.6817371294557202,0.6817386271098653,1.1872956636226641,0.32105219406675756,0.04518388836991592,0.3242161240334971,0.46234927243771157,63.51688894968467,0,236.48311105031533
train_0041,-0.031268942371789815,77.22284714416705,77.22285347484996,117.3899748230998,0.03410734082189365,63.028660289080435,63.028669517506096,95.60440189010193,-0.202704007787591,116.82061316453787,116.82078902769564,167.86693652793798,-0.008697104394681587,0.5806952202020801,0.5807603450567147,0.9965979577343221,0.009951864345195838,0.474024830270449,0.47412928544530253,0.7983872533377732,0.0018356108952485503,0.6959389679795851,0.6959413887820214,1.3410201584796229,0.32017989663445157,0.04716442842446693,0.32363505607003507,0.4173606715082416,53.869468890981246,0,246.13053110901876
train_0042,-0.8131112810758462,78.6597111686733,78.66391365228735,116.62353682221783,0.016875076806639466,62.66792133295652,62.667923604997824,95.35441800964665,-1.31879634274316,117.29131819856461,117.29873208415582,186.0282476300606,-0.0020075220515733197,0.578466561767058,0.5784700452291277,0.9601457256012912,0.006779676889758192,0.48490582809210997,0.48495322056506074,0.7415711325066296,-0.019788859207740553,0.7266301326219988,0.7268995450425095,1.2682926450121745,0.33433220092881943,0.051159788298459484,0.3382238083232043,0.46316018351061883,59.984755993278775,0,240.01524400672122
train_0043,0.1355493680670733,78.50300246660414,78.50311949153894,116.46185442862486,1.089233121383697,63.18199405365093,63.19138233484294,100.33655269898642,0.752860008640171,117.53448799504908,117.53689916979665,176.2385957110057,-0.01335674137647521,0.593169211879088,0.5933195736375604,0.9438707593852702,0.018156015604713572,0.47729061952364754,0.47763581983338094,0.9526739322607384,0.0068049660908010845,0.7235334239537724,0.7235654242304329,1.2290797125128123,0.3260196039036167,0.04986102490582579,0.3298104060428211,0.47536844491090907,66.9532402187016,0,233.04675978129842
train_0044,-0.2760872013559158,78.68474572408822,78.68523008676516,116.44018505217205,1.073306786310912,64.10504559025222,64.1140301149901,93.95940121054942,1.3259124791424313,118.08493517214015,118.09237891799319,180.9318065374933,0.013954412851660693,0.5796576955307242,0.5798256372617758,1.0413195432261715,0.012878356509320088,0.48648510414726215,0.48665553384663535,0.8783096502516019,0.00463781882662638,0.726074730808732,0.7260895427441723,1.2897220364531774,0.32461026470527254,0.04851263572672409,0.3282153253234543,0.46058480931274814,69.14836435541076,0,230.85163564458924
train_0045,1.1303842909325723,77.87036711413423,77.8785711421006,115.3055850295262,0.7962984588220562,62.171100515248064,62.176199871917234,94.99730890761383,-0.28507337516155795,118.7177072642188,118.71804953292475,172.3561971917722,0.0004068370955648236,0.6115821161031231,0.6115822514213409,1.0386596515016988,0.009128486361727126,0.4909376774627581,0.49102253758435915,0.7908632291223083,-0.005671793691325339,0.7449826546939267,0.7450042449801795,1.1993551308985664,0.3335876280483287,0.0459849930755552,0.3367422236296912,0.45384496664782303,70.46263239461453,0,229.53736760538547
train_0046,-0.24272173652796264,78.06945610420206,78.069833420133,116.78358279165015,1.3175651878435855,63.26565504648261,63.27937330982938,96.07473881349974,0.3617446578595759,121.24168960715869,121.2422292685024,185.38639341840008,0.002398573117887083,0.5964791509702142,0.59648397354426,1.0103282949656163,0.0014095859673285173,0.488316992924676,0.4883190273904933,0.7715043228441433,0.007793145206933236,0.7152799800807368,0.7153224329045718,1.227762051381173,0.33947413804504045,0.04721929973012167,0.342742399869678,0.4498642192400778,69.27101939977622,0,230.7289806002238
train_0047,0.25062557511548267,79.13271924579155,79.13311612979847,121.70933518178065,0.604887930610486,63.538796802798586,63.54167599737928,95.39894318720799,0.5033363290107413,119.87889140248815,119.87994807869102,180.17967853819223,-0.003091909910395242,0.6145050738706145,0.6145128523632548,1.0263874850410006,0.005895492022995847,0.49482267620341314,0.4948577954436012,0.9503984753187866,0.0027657868651607617,0.7360408883946727,0.7360460848111363,1.2877174997176402,0.3370361737261972,0.05155662727547302,0.34095669551428,0.4976217347428923,76.22263577719652,0,223.7773642228035
train_0048,0.053469257368155554,78.54292588318145,78.54294408317286,118.88132046780284,0.6162215593427802,63.27276272619635,63.27576338548387,95.02694355022477,0.3422395877562566,119.36364715530036,119.36413778916375,184.6426937021847,0.005604676369387856,0.6058700624782675,0.6058959853016236,0.9286964253638847,0.0034162687209849194,0.5034982567570645,0.5035098464274326,0.8647465965738661,-0.0071360547120752765,0.7445265768715952,0.7445607745140681,1.240351557839516,0.3442805927046415,0.04738519730584813,0.34752623417056355,0.4384204695152275,72.4380751080998,0,227.56192489190022
train_0049,0.8607959486545251,80.2032548795838,80.20787407072139,123.01889631711504,0.4072733735915021,63.60780005471937,63.609103903466476,93.62602569495319,-0.7988124065356796,119.8309506458756,119.8336131223419,176.22997716572343,0.023959727195709886,0.6298641581788246,0.6303197016479908,1.1342987875005712,-0.0008063652498796212,0.49178488319071223,0.4917855442769934,0.8920024528255448,0.010825324983681939,0.7446152833808023,0.7446939692956261,1.333941361371374,0.3448220487568155,0.04444826599072717,0.34767498279057996,0.45919558735619365,72.05617726267337,0,227.94382273732663
